SYMBOL,bb_Window,rsi_Window,stddev_Window,Returns,Sharpe_Ratio,Profit_Factor,Win_Rate,Number_of_Trade,Max_Drawdown,Mean_DrawDown,Recovery_Factor,R_Squared,Event_Over_Fitting,Parameter
PEPEUSDT,20,10,4,6.32885e-08,0.7313163156443832,inf,100.0,1,1.1240011188462518e-05,-3.2554926364052243e-06,0.5630643861365855,0.6329354068196025,,bb_20-rsi_10-stddev_4
PEPEUSDT,20,10,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_20-rsi_10-stddev_5
PEPEUSDT,20,12,2,1.0147000000000023e-09,0.017253681374908045,1.00585997619511,66.26506024096386,83,6.610177971655418e-06,-1.8440685182802146e-06,0.015350570050474546,0.18839591906179487,935.4125357248776,bb_20-rsi_12-stddev_2
PEPEUSDT,20,12,3,3.05207e-08,0.5686132545878791,1.3042756123505945,61.29032258064516,31,6.8234741412709354e-06,-1.4054998870101517e-06,0.44728974373038716,0.719271683975446,27.096039736965427,bb_20-rsi_12-stddev_3
PEPEUSDT,20,12,4,6.32885e-08,0.7313163156443832,inf,100.0,1,1.1240011188462518e-05,-3.2554926364052243e-06,0.5630643861365855,0.6329354068196025,,bb_20-rsi_12-stddev_4
PEPEUSDT,20,12,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_20-rsi_12-stddev_5
PEPEUSDT,20,14,2,2.46084000000001e-08,0.43330177292616795,1.1780733397253833,64.91228070175438,57,5.552550852438998e-06,-1.1073782723411202e-06,0.44319089827319064,0.6449362081958427,26.89643780172618,bb_20-rsi_14-stddev_2
PEPEUSDT,20,14,3,7.367999999999758e-10,0.014248766894861938,1.0119797281148026,52.38095238095239,21,5.260000779383489e-06,-1.106837726381701e-06,0.014007602487205983,0.3730327370967621,,bb_20-rsi_14-stddev_3
PEPEUSDT,20,14,4,6.32885e-08,0.7313163156443832,inf,100.0,1,1.1240011188462518e-05,-3.2554926364052243e-06,0.5630643861365855,0.6329354068196025,,bb_20-rsi_14-stddev_4
PEPEUSDT,20,14,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_20-rsi_14-stddev_5
HBARUSDT,10,10,2,-0.0005669989999999999,-1.1752389201232267,0.6924912967290671,55.208333333333336,96,0.10964016930746778,-0.04516687158308054,0.5171453159744259,0.47775747156522264,-18.03567202058556,bb_10-rsi_10-stddev_2
HBARUSDT,10,10,3,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_10-stddev_3
HBARUSDT,10,10,4,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_10-stddev_4
HBARUSDT,10,10,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_10-stddev_5
HBARUSDT,10,12,2,-0.0007017400000000002,-1.490874713765707,0.552096670628229,54.83870967741935,62,0.11364041784848178,-0.049092334208823175,0.6175091690842242,0.6434718080756452,-11.783657764984175,bb_10-rsi_12-stddev_2
HBARUSDT,10,12,3,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_12-stddev_3
HBARUSDT,10,12,4,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_12-stddev_4
HBARUSDT,10,12,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_12-stddev_5
HBARUSDT,10,14,2,-0.00014621200000000027,-0.3354818774844738,0.8609956533808938,60.0,45,0.06573898618477125,-0.02297210018079964,0.22241292189849893,0.05154697803501751,-41.048203977785576,bb_10-rsi_14-stddev_2
HBARUSDT,10,14,3,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_14-stddev_3
HBARUSDT,10,14,4,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_14-stddev_4
HBARUSDT,10,14,5,0.0,inf,inf,0.0,0,0.0,0.0,inf,inf,,bb_10-rsi_14-stddev_5
HBARUSDT,20,10,2,-0.0007828519999999986,-1.6569319929291293,0.603936893144941,51.63934426229508,122,0.10987775845519021,-0.04216073680471256,0.7124754008512627,0.7154936905932782,-13.654271816384194,bb_20-rsi_10-stddev_2
HBARUSDT,20,10,3,0.00015763999999999972,0.36260840340727063,1.1839875723187632,46.666666666666664,30,0.04476356595745079,-0.01655081942328735,0.3521613987362884,0.3136248955501757,38.14495052017265,bb_20-rsi_10-stddev_3
