SYMBOL,bb_Window,rsi_Window,Returns,Sharpe_Ratio,Profit_Factor,Win_Rate,Number_of_Trade,Max_Drawdown,Mean_DrawDown,Recovery_Factor,R_Squared,Event_Over_Fitting,Parameter
ETHUSDT,10,12,-0.34926918861322775,-1.0833131110053487,0.7147875354252605,68.29268292682927,82,51.91757073873093,-16.175562910822958,0.6727379259921152,0.34334565840263953,-14.783106000801256,bb_10-rsi_12
ETHUSDT,10,14,-0.2444908645776482,-0.6093508976793746,0.7937659004771765,70.49180327868852,61,52.20129699000371,-17.14051830877637,0.4683616666161896,0.2800432041115023,-16.986416576100837,bb_10-rsi_14
ETHUSDT,10,16,-0.3831897078395818,-1.2737974742197378,0.6212419139066558,63.1578947368421,38,57.983562772343355,-21.756952222611847,0.6608591978800469,0.582926926745065,-6.708705179438353,bb_10-rsi_16
ETHUSDT,10,18,-0.3281630857130729,-1.0138886815422201,0.6366046565136597,56.666666666666664,30,51.68047759053949,-18.11357412687761,0.634984622845563,0.3847557216098906,-9.10869278471409,bb_10-rsi_18
ETHUSDT,10,20,-0.24531169194001706,-0.6758514297544316,0.700911922860075,59.25925925925925,27,47.078742833254324,-15.752686514907818,0.5210667855105506,0.07438821384413774,-10.680944371725914,bb_10-rsi_20
ETHUSDT,20,10,-0.32748126462442967,-0.9768932255907476,0.7613037934094898,63.70370370370371,135,51.09141258302978,-15.499628975147479,0.6409712475501292,0.42958378734844993,-19.24785683115804,bb_20-rsi_10
ETHUSDT,20,12,-0.2910720303773827,-0.8356562403115293,0.767014267718826,69.6969696969697,99,52.210735155984835,-14.47344876066661,0.5574946024180194,0.24715293559331042,-21.347940971859487,bb_20-rsi_12
ETHUSDT,20,14,-0.2636982110862253,-0.7168823081286291,0.7768916674900592,69.86301369863014,73,52.87681068791693,-16.93386071095414,0.4987029430398001,0.23436881224441375,-18.604359317765027,bb_20-rsi_14
ETHUSDT,20,16,-0.2892362556654324,-0.8209292628275412,0.7329100619148413,62.5,48,52.00182960613209,-18.394064893303042,0.5562039986980101,0.2602523588646499,-10.710300874983098,bb_20-rsi_16
ETHUSDT,20,18,-0.42270000133213287,-1.4992873757471208,0.5148748164981619,57.57575757575758,33,57.76675056933096,-21.822424328069626,0.7317358119785765,0.6941117068806005,-5.382273376691427,bb_20-rsi_18
ETHUSDT,20,20,-0.3414465485783617,-1.085275406927838,0.6145551449256041,55.172413793103445,29,55.08562222927612,-19.813354034031534,0.6198469487322857,0.5009763085535697,-7.087959975293559,bb_20-rsi_20
ETHUSDT,30,10,-0.3905441464264168,-1.319626423507904,0.6808083715692976,63.49206349206349,126,53.49208464712487,-16.38443399897627,0.7300970769839086,0.5463580338985842,-10.15369599440722,bb_30-rsi_10
ETHUSDT,30,12,-0.34489964468009715,-1.0949177919898416,0.678357069627323,65.65656565656566,99,51.260481617655444,-16.4912578110995,0.6728373081873362,0.4644620853891349,-9.210935200384483,bb_30-rsi_12
ETHUSDT,30,14,-0.2342004878082652,-0.5910262095183437,0.786118881543598,67.12328767123287,73,48.79893732680583,-15.356126217762785,0.4799294833816312,0.15416732840514968,-16.19608096816195,bb_30-rsi_14
ETHUSDT,30,16,-0.3402718698733275,-1.0275798720652842,0.6460492385471812,59.09090909090909,44,54.29244372209933,-19.773265546839884,0.6267389097735943,0.375768594540585,-8.170528150542053,bb_30-rsi_16
ETHUSDT,30,18,-0.4274200889946878,-1.489104775761715,0.47347303915774464,54.83870967741935,31,57.63134429569426,-21.621661024232942,0.7416451832212789,0.6826080319231023,-4.943507397152447,bb_30-rsi_18
ETHUSDT,30,20,-0.3567382399886766,-1.1597961484352022,0.5800329097187464,53.57142857142857,28,55.085622229276396,-20.097631281478726,0.6476068083680113,0.5270224809818017,-6.398100478983834,bb_30-rsi_20
ETHUSDT,40,10,-0.40754206871530174,-1.4009195761079332,0.6708474648600637,67.56756756756756,111,55.30812389666258,-19.396485439284604,0.7368575174901092,0.6071555743692734,-9.56234136270166,bb_40-rsi_10
ETHUSDT,40,12,-0.3706573125820757,-1.2335694878026804,0.676640621297185,67.03296703296702,91,55.1134838100919,-20.31432768949399,0.6725347173829069,0.5567515604954443,-8.746744290259413,bb_40-rsi_12
ETHUSDT,40,14,-0.26797937400761884,-0.7413895355259221,0.7680381398382761,68.4931506849315,73,50.50397635697167,-15.68746554267829,0.5306104456280627,0.17783775117048783,-12.72488418220599,bb_40-rsi_14
ETHUSDT,40,16,-0.336449113593725,-1.0229520598804143,0.6671101425671406,59.57446808510638,47,54.93710834646135,-19.960789239134016,0.6124259607402446,0.40118377974039476,-9.004926007441698,bb_40-rsi_16
ETHUSDT,40,18,-0.40292512797399005,-1.3743178152705693,0.5598831942281994,58.333333333333336,36,57.9947546587982,-22.11470746552384,0.6947613285796762,0.6399676967922212,-6.405313929461494,bb_40-rsi_18
ETHUSDT,40,20,-0.3188250874902906,-0.9916661218745229,0.6428064134454684,56.666666666666664,30,53.54280312045201,-19.59662716985693,0.5954583415684253,0.49268357162538157,-7.852623093627371,bb_40-rsi_20
DOGEUSDT,10,10,-0.0006357120999999986,-0.878147622414892,0.7565241253687307,55.88235294117647,102,0.15027496751608416,-0.05435074846482708,0.4230325985144248,0.39135981375097184,-29.898058570853088,bb_10-rsi_10
DOGEUSDT,10,12,9.644940000000144e-05,0.13419205730763828,1.0489335092210947,63.74999999999999,80,0.10402989187650036,-0.032870455451727905,0.0927131599007157,0.08927580146865122,128.97258044114173,bb_10-rsi_12
DOGEUSDT,10,14,0.00018999770000000137,0.2716781360055357,1.1201833108651085,68.25396825396825,63,0.09243752715619724,-0.03542938747320834,0.20554173812866158,0.10317547544015071,58.419081915201865,bb_10-rsi_14
DOGEUSDT,10,16,0.0007772878000000015,1.0872757428748825,1.5667816824485241,76.47058823529412,51,0.08992365121663903,-0.032992496886895886,0.8643863872113057,0.4779610550417708,24.392574667967224,bb_10-rsi_16
DOGEUSDT,10,18,0.0002914852000000015,0.4092686907452853,1.2285817082688208,64.70588235294117,34,0.11323272755454639,-0.04292131725262888,0.2574213359468776,0.08346020899862772,43.30597505465099,bb_10-rsi_18
DOGEUSDT,10,20,0.0006201429000000007,0.8566474245558685,1.5013654614058174,62.06896551724138,29,0.08959401836001746,-0.03592476906244606,0.6921699811566303,0.25542617048258276,24.556039906286088,bb_10-rsi_20
DOGEUSDT,20,10,-0.001114621999999998,-1.541281837191324,0.6285234378054165,59.523809523809526,126,0.15606123401625815,-0.060447026248840324,0.7142209319476988,0.8679652553374964,-12.572312048389517,bb_20-rsi_10
DOGEUSDT,20,12,-0.0008061031999999975,-1.1289724345330283,0.6789303807844285,58.69565217391305,92,0.13100820617214515,-0.04914543795804431,0.6153074097822359,0.8201453398445726,-10.384334660872238,bb_20-rsi_12
DOGEUSDT,20,14,-0.0002908301999999989,-0.4040821568225667,0.846686769630306,67.6056338028169,71,0.1076660473193991,-0.03869748451427733,0.2701224826590226,0.27730281606895313,-43.011181094673184,bb_20-rsi_14
DOGEUSDT,20,16,0.00030924980000000075,0.4378980682888771,1.182173462472655,69.49152542372882,59,0.10752180982852577,-0.03517072788184019,0.2876158804368973,0.21704167621399661,70.92705088249036,bb_20-rsi_16
DOGEUSDT,20,18,0.00025602110000000176,0.3642191630906993,1.1696641172536906,63.04347826086957,46,0.11230253439626914,-0.03498560523523258,0.2279744632446222,0.15134747533334825,71.67835385442824,bb_20-rsi_18
DOGEUSDT,20,20,0.00041588850000000147,0.5921600375382697,1.3232721832723355,62.857142857142854,35,0.10756700700189636,-0.04097457666012831,0.38663202741400954,0.12534250406019576,33.57353593571352,bb_20-rsi_20
DOGEUSDT,30,10,-0.0011067685999999984,-1.5235063709427001,0.6236255848413255,56.30252100840336,119,0.17599258544045426,-0.06696532315687595,0.6288722886990401,0.7621129619814584,-13.145749662576273,bb_30-rsi_10
DOGEUSDT,30,12,-0.0005276987999999978,-0.7311106797090314,0.7734240343417303,58.51063829787234,94,0.12216227896544307,-0.04719396053464936,0.43196541884199113,0.5249599791569534,-22.501766538032786,bb_30-rsi_12
DOGEUSDT,30,14,-0.00021227229999999818,-0.30213595412985816,0.8903687000064718,65.78947368421053,76,0.0903393673449937,-0.0350647269695636,0.23497209050552598,0.18578807968386934,-61.45272934810652,bb_30-rsi_14
DOGEUSDT,30,16,0.0004676132000000005,0.6734217315883727,1.2795007525865343,75.0,64,0.08310028064658637,-0.028807513401526794,0.5627095316184222,0.36751109712621755,35.88270305457585,bb_30-rsi_16
DOGEUSDT,30,18,7.867620000000117e-05,0.11507801493219959,1.0513429224200208,67.3913043478261,46,0.11712537830663727,-0.03854528859792361,0.06717263255622094,0.020732317339097417,160.99736896291316,bb_30-rsi_18
DOGEUSDT,30,20,0.00028461570000000143,0.4039099786382263,1.2017520125354384,62.857142857142854,35,0.12148453615624666,-0.042445742931188676,0.23428142297382157,0.07796968440197061,49.058599016147014,bb_30-rsi_20
DOGEUSDT,40,10,-0.0010924875999999994,-1.4948840417916136,0.6132107739848247,58.18181818181818,110,0.1724395313507876,-0.06875623016240906,0.6335482307578247,0.7809403324570966,-13.416587977749145,bb_40-rsi_10
DOGEUSDT,40,12,-0.0005750080999999967,-0.7922285582960451,0.763377296663614,60.43956043956044,91,0.12636125284011257,-0.0491984493650585,0.45505096465572875,0.5217754229312644,-21.28739342976221,bb_40-rsi_12
DOGEUSDT,40,14,-0.00035259159999999774,-0.5021295653200313,0.8238975077057917,66.66666666666666,75,0.10377450535468125,-0.043401628539859724,0.33976707361303016,0.4049270679342136,-36.509863677977684,bb_40-rsi_14
DOGEUSDT,40,16,0.00027205120000000125,0.391471960278121,1.157077948483857,72.58064516129032,62,0.10126869477382616,-0.03674049984257736,0.268642941046689,0.20247761300553724,59.74932218641174,bb_40-rsi_16
DOGEUSDT,40,18,-6.992499999998736e-06,-0.009636131270260648,0.9956228775181287,65.21739130434783,46,0.12271881858084699,-0.039393904099245446,0.00569798510192802,0.007732697379754017,-1811.4638827315382,bb_40-rsi_18
DOGEUSDT,40,20,0.00028461570000000143,0.4039099786382263,1.2017520125354384,62.857142857142854,35,0.12148453615624666,-0.042445742931188676,0.23428142297382157,0.07796968440197061,49.058599016147014,bb_40-rsi_20
TRXUSDT,10,10,-0.0005625075000000005,-3.2438495372895684,0.47764101183069335,55.04587155963303,109,0.061971192861765,-0.023303231493515413,0.9076919033247405,0.8646967933582496,-5.112826317871328,bb_10-rsi_10
TRXUSDT,10,12,-0.0005017680000000007,-2.8859224020722554,0.45571690440887586,58.75,80,0.057467107387332295,-0.021155252897172815,0.8731394754534095,0.8486458075431527,-4.203137705074847,bb_10-rsi_12
TRXUSDT,10,14,-0.00042807690000000036,-2.444846830970589,0.4448491908055528,53.333333333333336,60,0.052514695279759493,-0.019206131104520918,0.8151564009264891,0.8467581342239495,-4.033139840061437,bb_10-rsi_14
TRXUSDT,10,16,-0.00040432319999999996,-2.28255032027792,0.4209869379398911,50.0,46,0.04959658545367063,-0.020348923324787223,0.815223863299396,0.876828049317077,-4.17161815102374,bb_10-rsi_16
TRXUSDT,10,18,-0.0002637851000000005,-1.5024503851582605,0.5296164035127756,51.42857142857142,35,0.04045173422556614,-0.019706057179818964,0.6520983711825243,0.719193134323966,-5.747860663850971,bb_10-rsi_18
TRXUSDT,10,20,-0.0002462038999999996,-1.3949738911009106,0.5634432610236365,54.83870967741935,31,0.03869363273030224,-0.020165750806427386,0.6362904763066853,0.5988163633735178,-5.454503360832214,bb_10-rsi_20
TRXUSDT,20,10,-0.0006025435999999985,-3.612121368138005,0.4809580519547087,52.98507462686567,134,0.06750391492297281,-0.025794979602755223,0.8926054150896986,0.8985826953401196,-8.342165889184903,bb_20-rsi_10
TRXUSDT,20,12,-0.00048492100000000035,-2.8976754181923337,0.4857108252493695,54.08163265306123,98,0.058308248998995005,-0.021398256183998952,0.8316507669581339,0.864601784420615,-5.709844283914291,bb_20-rsi_12
TRXUSDT,20,14,-0.00044891139999999886,-2.6267578856294804,0.45835456905954697,54.794520547945204,73,0.060775451370453926,-0.02379717547038845,0.7386393517074523,0.8744651791242656,-4.289360662259864,bb_20-rsi_14
TRXUSDT,20,16,-0.0005276036000000015,-3.027449935078606,0.3477000711763652,53.84615384615385,52,0.060855999186804066,-0.026139069304810168,0.8669705650226286,0.9022467281553715,-2.5536497476514515,bb_20-rsi_16
TRXUSDT,20,18,-0.00046086930000000025,-2.6459337062361157,0.3285535418428317,45.94594594594595,37,0.05987988940854283,-0.027647550575340865,0.7696562310855735,0.8948110822452852,-3.7875543022718174,bb_20-rsi_18
TRXUSDT,20,20,-0.0003245588000000008,-1.8559935975365545,0.4841635920757719,50.0,32,0.04787284324361263,-0.02584437839608475,0.6779601502847955,0.7556051418665914,-4.651483798929499,bb_20-rsi_20
TRXUSDT,30,10,-0.0005390939999999991,-3.2724751752011163,0.5216505873754278,50.806451612903224,124,0.0617145199038549,-0.02212020752699413,0.8735286296318178,0.8490211745378258,-8.01659376657875,bb_30-rsi_10
TRXUSDT,30,12,-0.00046403270000000053,-2.774734435100219,0.5250656570929102,58.333333333333336,96,0.05629789143888342,-0.020107420278788996,0.8242452570426213,0.8238456403560787,-6.158617700864624,bb_30-rsi_12
TRXUSDT,30,14,-0.0005230654000000001,-3.0420183769205815,0.4179862058836123,52.112676056338024,71,0.06507870045980857,-0.025867406114836955,0.8037428472054937,0.8982107852341669,-3.991818613886532,bb_30-rsi_14
TRXUSDT,30,16,-0.0005678016000000003,-3.285470073711049,0.31284159651692206,52.94117647058824,51,0.06509052154245465,-0.027556559930239456,0.8723260876465051,0.9135989280248832,-2.3272299690596103,bb_30-rsi_16
TRXUSDT,30,18,-0.0005068769999999989,-2.932891964480396,0.29758469865237974,54.054054054054056,37,0.06506488154504053,-0.02899851093271419,0.7790331557725472,0.9086328814410634,-2.2966005559534097,bb_30-rsi_18
TRXUSDT,30,20,-0.00033329000000000025,-1.9017850801439515,0.47492258696215545,58.82352941176471,34,0.04804665820837828,-0.02486699708177415,0.6936798779105969,0.7706720062841689,-5.744060727894614,bb_30-rsi_20
TRXUSDT,40,10,-0.0004672428000000012,-2.876909879973615,0.5646999527660723,56.30252100840336,119,0.05361629550791891,-0.020075793779449097,0.8714567009408386,0.7928297051151607,-10.911850541089127,bb_40-rsi_10
TRXUSDT,40,12,-0.00042248119999999974,-2.5742891178028158,0.5487744703284382,57.14285714285714,98,0.05302876709005755,-0.019635833355450105,0.796701909517356,0.8096437364000497,-6.90524809151273,bb_40-rsi_12
TRXUSDT,40,14,-0.00041104559999999903,-2.4138128902728453,0.5088619670488908,55.84415584415584,77,0.05600433481860456,-0.02215577563361091,0.7339531865370004,0.8585021941482752,-5.066000463208953,bb_40-rsi_14
TRXUSDT,40,16,-0.0004902176000000002,-2.8902608962157927,0.3882672574629771,51.78571428571429,56,0.05795709233663571,-0.023541596385634786,0.8458284917963785,0.8977933450835188,-2.4781337920139874,bb_40-rsi_16
TRXUSDT,40,18,-0.0004448066999999981,-2.5780198239151746,0.3678204716772775,50.0,42,0.05704433995433744,-0.023149424084630374,0.7797560640653475,0.9095944945728851,-2.970737626029457,bb_40-rsi_18
TRXUSDT,40,20,-0.0003510251,-2.025960081563489,0.4660995964853309,61.111111111111114,36,0.05012025763075911,-0.02527683792218625,0.7003657135724174,0.8234234974779628,-4.442759221491563,bb_40-rsi_20
PEPEUSDT,10,10,7.797380000000008e-08,1.2989471511366208,1.4457594319802665,62.96296296296296,108,5.799491475944052e-06,-1.1362149673054532e-06,1.344493742657107,0.8201508404191726,20.23201126532244,bb_10-rsi_10
PEPEUSDT,10,12,4.429909999999998e-08,0.7579631577489635,1.2943078509376846,64.86486486486487,74,5.731754837423608e-06,-1.4074791929990756e-06,0.7728715071824701,0.7353218084461512,19.397247348140283,bb_10-rsi_12
PEPEUSDT,10,14,5.7334600000000035e-08,1.0541257934064168,1.497415089216077,68.62745098039215,51,5.260000646156726e-06,-8.116306531922324e-07,1.0900112729433247,0.8688598420115379,10.3289619182832,bb_10-rsi_14
